Survey_ID,POINT_X,POINT_Y,Wetland,Date,Description
137,1668313.744,507797.9476,ND,3/13/18,Inundation Outline
138,1668310.868,507817.5099,ND,3/13/18,Inundation Outline
139,1668303.986,507827.406,ND,3/13/18,Inundation Outline
140,1667775.807,507991.747,GN,3/13/18,AIK-E
141,1667774,507997.1711,GN,3/13/18,Upland Well
142,1667769.988,508010.7346,GN,3/13/18,AIK-D
143,1667770.763,508010.8046,GN,3/13/18,Greg SM (811)
144,1667763.177,508020.0407,GN,3/13/18,AIK-C
145,1667747.675,508051.7032,GN,3/13/18,AIK-B
146,1667736.118,508064.1293,GN,3/13/18,AIK-A
147,1667686.622,508139.2871,GN,3/13/18,Greg SM (816)
148,1667772.39,508115.3737,GN,3/13/18,Wetland Outlet
149,1667776.101,508060.911,GN,3/13/18,Greg SM (812)
152,1666679.929,509125.8074,BB,3/14/18,Upland Well
153,1666686.024,509133.1582,BB,3/14/18,SC-E
154,1666686.006,509146.7852,BB,3/14/18,SC-D
155,1666690.242,509159.3199,BB,3/14/18,SC-B
156,1666690.719,509162.6166,BB,3/14/18,SC-A
157,1666698.124,509179.3754,BB,3/14/18,Center Well
158,1666692.175,509141.127,BB,3/14/18,Inundation Outline
159,1666705.326,509142.4886,BB,3/14/18,Inundation Outline
160,1666716.819,509155.6457,BB,3/14/18,Inundation Outline
161,1666715.419,509170.7213,BB,3/14/18,Inundation Outline
162,1666725.23,509185.8479,BB,3/14/18,Wetland Outlet
163,1666712.198,509201.7757,BB,3/14/18,Inundation Outline
164,1666706.537,509202.8506,BB,3/14/18,Inundation Outline
165,1666688.976,509203.5504,BB,3/14/18,Inundation Outline
166,1666680.483,509195.4077,BB,3/14/18,Inundation Outline
167,1666654.325,509192.7452,BB,3/14/18,Inundation Outline
168,1666649.437,509180.606,BB,3/14/18,Inundation Outline
169,1666645.591,509165.9146,BB,3/14/18,Inundation Outline
170,1666661.76,509146.837,BB,3/14/18,Inundation Outline
171,1666665.61,509138.3658,BB,3/14/18,Inundation Outline
172,1666679.469,509147.0674,BB,3/14/18,Inundation Outline
174,1667542.63,509121.4331,,3/14/18,Mikey Like Outlet
175,1668574.265,508397.8463,GN,3/14/18,Inundation Outline
176,1667766.349,508064.8322,GN,3/14/18,Inundation Outline
177,1667769.585,508079.7583,GN,3/14/18,Inundation Outline
178,1667767.466,508093.7413,GN,3/14/18,Inundation Outline
179,1667774.513,508107.5563,GN,3/14/18,Inundation Outline
180,1667757.597,508112.1537,GN,3/14/18,Inundation Outline
181,1667756.781,508128.0832,GN,3/14/18,Inundation Outline
182,1667748.973,508143.0099,GN,3/14/18,Inundation Outline
183,1667730.686,508147.7422,GN,3/14/18,Inundation Outline
184,1667719.209,508164.212,GN,3/14/18,Inundation Outline
185,1667700.935,508172.4338,GN,3/14/18,Inundation Outline
186,1667672.691,508182.9102,GN,3/14/18,Inundation Outline
187,1667667.065,508166.7641,GN,3/14/18,Inundation Outline
188,1667648.13,508162.7969,GN,3/14/18,Inundation Outline
189,1667651.77,508148.9983,GN,3/14/18,Inundation Outline
190,1667647.568,508118.6265,GN,3/14/18,Inundation Outline
191,1667655.552,508106.827,GN,3/14/18,Inundation Outline
192,1667654.463,508075.89,GN,3/14/18,Inundation Outline
193,1667665.866,508064.1037,GN,3/14/18,Inundation Outline
194,1667673.879,508053.6622,GN,3/14/18,Inundation Outline
195,1667685.876,508045.1488,GN,3/14/18,Inundation Outline
196,1667704.821,508035.1288,GN,3/14/18,Inundation Outline
197,1667724.841,508042.2959,GN,3/14/18,Inundation Outline
198,1667738.557,508048.2697,GN,3/14/18,Inundation Outline
199,1667752.973,508047.4495,GN,3/14/18,Inundation Outline
200,1667763.95,508053.9044,GN,3/14/18,Inundation Outline
201,1667371.663,507735.9594,GR,3/14/18,Upland Well
202,1667572.819,507659.4715,GR,3/14/18,Greg SM (810)
203,1667693.816,507554.3729,GR,3/14/18,Greg SM (815)
204,1667644.466,507553.0188,GR,3/14/18,Greg SM (809)
205,1667527.137,507430.9421,GR,3/14/18,Greg SM (809)
206,1667480.048,507329.3213,GR,3/14/18,Greg SM (807)
207,1667468.047,507251.7521,GR,3/14/18,Upland Well
208,1667470.46,507250.502,GR,3/14/18,Barometric Logger
210,1667473.791,507254.7462,GR,3/14/18,Weather Station
211,1666420.37,507776.9585,FR,3/14/18,Flux Tower
212,1647470.963,511700.8386,GB,3/14/18,Wetland Well
213,1647598.832,511777.6276,GB,3/14/18,Inlet
214,1647888.978,512032.1393,JU,3/14/18,Wetland Well
216,1646085.328,510993.681,NB,3/15/18,Wetland Well
217,1646036.703,510915.0051,NB,3/15/18,Wetland Outlet
218,1645888.026,511020.342,JB,3/15/18,Upland Well
219,1645865.566,511203.5675,JB,3/15/18,Wetland Well
220,1645710.316,511169.8693,JB,3/15/18,Upland Well
221,1645896.931,511287.3028,JA/JB,3/15/18,Merge 
222,1645928.5,511362.4667,JC,3/15/18,Wetland Well
223,1645819.479,511420.4281,JC,3/15/18,Upland Well
224,1645678.171,511501.0764,JA,3/15/18,Wetland Well
225,1645727.278,511302.6312,JB,3/15/18,Wetland Outlet
226,1645625.538,511458.5455,JA,3/15/18,Wetland Outlet
227,1645584.019,511460.7497,,3/15/18,Catchment Outlet Well
228,1644870.153,508817.7072,,3/15/18,Catchment Outlet Well
229,1645243.067,508494.4978,,3/15/18,Wetland Well
230,1643338.844,507137.7988,NS,3/15/18,Wetland 
231,1643478.429,507000.2872,SB,3/15/18,Wetland Well
232,1643092.538,507456.1505,DF,3/15/18,Wetland Well
233,1643189.598,507524.9551,DF,3/15/18,Merge 
234,1643237.144,507575.0714,QB,3/15/18,Wetland Well - Shallow
235,1643239.212,507576.89,QB,3/15/18,Wetland Well - Deep
236,1643353.572,507500.1204,QB,3/15/18,Upland Well
237,1643379.083,507514.6186,QB,3/15/18,AIK-E
238,1643360.543,507527.302,QB,3/15/18,AIK-D
239,1643353.657,507525.6009,QB,3/15/18,SC-E
240,1643337.448,507537.8787,QB,3/15/18,AIK-C
241,1643333.158,507529.3486,QB,3/15/18,SC-D
242,1643322.191,507544.5665,QB,3/15/18,AIK-B
243,1643308.606,507545.1416,QB,3/15/18,SC-C
244,1643305.224,507548.6138,QB,3/15/18,SC-B
245,1643305.769,507557.1406,QB,3/15/18,AIK-A
246,1643290.904,507558.5807,QB,3/15/18,SC-A
247,1643311.317,507563.5533,QB,3/15/18,Inundation Outline
248,1643319.374,507563.7823,QB,3/15/18,Inundation Outline
249,1643318.361,507571.5915,QB,3/15/18,Inundation Outline
250,1643315.132,507576.2607,QB,3/15/18,Inundation Outline
251,1643316.937,507585.8699,QB,3/15/18,Inundation Outline
252,1643331.104,507571.9011,QB,3/15/18,Inundation Outline
253,1643305.755,507595.4353,QB,3/15/18,Inundation Outline
254,1643304.371,507604.3298,QB,3/15/18,Inundation Outline
255,1643300.937,507613.2898,QB,3/15/18,Inundation Outline
256,1643294.217,507608.2572,QB,3/15/18,Inundation Outline
257,1643290.892,507619.7197,QB,3/15/18,Inundation Outline
258,1643290.133,507618.9396,QB,3/15/18,Inundation Outline
259,1643280.132,507634.3148,QB,3/15/18,Inundation Outline
260,1643279.713,507606.6444,QB,3/15/18,Inundation Outline
261,1643263.34,507625.5281,QB,3/15/18,Inundation Outline
262,1643260.247,507627.593,QB,3/15/18,Inundation Outline
263,1643255.092,507635.3418,QB,3/15/18,Inundation Outline
264,1643244.175,507626.0776,QB,3/15/18,Inundation Outline
265,1643238.722,507636.4578,QB,3/15/18,Inundation Outline
266,1643227.73,507640.7526,QB,3/15/18,Inundation Outline
267,1643221.42,507629.074,QB,3/15/18,Inundation Outline
268,1643223.722,507625.7311,QB,3/15/18,Inundation Outline
269,1643206.396,507627.5455,QB,3/15/18,Wetland Outlet
270,1643155.549,507700.5531,,3/15/18,Catchment Outlet Well
271,1643158.565,507633.3954,QB,3/15/18,Barometric Logger
272,1643154.664,507640.5023,QB,3/15/18,Upland Well
273,1643191.558,507630.9355,QB,3/15/18,Inundation Outline
274,1643191.511,507614.5875,QB,3/15/18,Inundation Outline
275,1643185.375,507604.5746,QB,3/15/18,Inundation Outline
276,1643194.543,507601.4146,QB,3/15/18,Inundation Outline
277,1643194.192,507600.1377,QB,3/15/18,Inundation Outline
278,1643201.789,507580.7401,QB,3/15/18,Inundation Outline
279,1643205.499,507567.9855,QB,3/15/18,Inundation Outline
280,1643234.919,507529.3955,QB,3/15/18,Inundation Outline
281,1643254.535,507519.6779,QB,3/15/18,Inundation Outline
282,1643272.462,507518.5425,QB,3/15/18,Inundation Outline
283,1643283.305,507515.1897,QB,3/15/18,Inundation Outline
284,1643286.933,507525.8621,QB,3/15/18,Inundation Outline
285,1643294.333,507538.1083,QB,3/15/18,Inundation Outline
286,1643304.141,507526.4724,QB,3/15/18,Inundation Outline
287,1643311.601,507523.1018,QB,3/15/18,Inundation Outline
288,1643309.888,507534.0816,QB,3/15/18,Inundation Outline
289,1643307.886,507537.2444,QB,3/15/18,Inundation Outline
290,1643306.479,507536.1152,QB,3/15/18,Inundation Outline
291,1643309.523,507550.9786,QB,3/15/18,Inundation Outline
292,1643669.355,507845.827,TI,3/15/18,Wetland Well
293,1643756.38,507801.7501,TI,3/15/18,Wetland Outlet
294,1643849.676,507895.5223,AP,3/15/18,Alec's Pool
295,1644215.769,507917.7778,,3/15/18,Catchment Outlet Well
296,1643867.848,507160.8111,,3/15/18,California Row 
297,1643603.255,507259.1562,GP,3/15/18,Ginny's Pond
298,1668761.228,507461.9444,DK,3/15/18,Upland Well
299,1668761.148,507466.4542,DK,3/15/18,SC-E
300,1668776.881,507466.9761,DK,3/15/18,SC-D
301,1668790.243,507480.9169,DK,3/15/18,SC-C
302,1668809.527,507486.3545,DK,3/15/18,SC-B
303,1668824.011,507487.4707,DK,3/15/18,SC-A
304,1668842.56,507499.2671,DK,3/15/18,Wetland Well
305,1668870.778,507545.3385,DK,3/15/18,Upland Well
306,1668893.207,507487.5356,DK,3/15/18,Outlet
307,1668876.967,507489.5441,DK,3/15/18,Inundation Outline
308,1668871.24,507502.455,DK,3/15/18,Inundation Outline
309,1668862.503,507520.7708,DK,3/15/18,Inundation Outline
310,1668856.829,507535.5029,DK,3/15/18,Inundation Outline
311,1668848.805,507552.5566,DK,3/15/18,Inundation Outline
312,1668838.187,507573.2376,DK,3/15/18,Inundation Outline
313,1668828.023,507579.7237,DK,3/15/18,Inundation Outline
314,1668821.991,507581.3072,DK,3/15/18,Inundation Outline
315,1668802.005,507566.3581,DK,3/15/18,Inundation Outline
316,1668800.036,507551.8124,DK,3/15/18,Wetland Inflow
317,1668792.138,507546.0838,DK,3/15/18,Inundation Outline
318,1668790.282,507534.3453,DK,3/15/18,Inundation Outline
319,1668796.41,507528.6599,DK,3/15/18,Inundation Outline
320,1668789.153,507519.0731,DK,3/15/18,Inundation Outline
321,1668793.509,507505.2778,DK,3/15/18,Inundation Outline
322,1668811.069,507497.3047,DK,3/15/18,Inundation Outline
323,1668807.206,507482.7776,DK,3/15/18,Inundation Outline
324,1668822.157,507481.3924,DK,3/15/18,Inundation Outline
325,1668831.579,507462.7355,DK,3/15/18,Inundation Outline
326,1668823.094,507452.8084,DK,3/15/18,Inundation Outline
327,1668829.359,507444.0463,DK,3/15/18,Inundation Outline
328,1668831.686,507433.8679,DK,3/15/18,Inundation Outline
329,1668838.775,507416.0377,DK,3/15/18,Inundation Outline
330,1668849.51,507409.8848,DK,3/15/18,Inundation Outline
331,1668857.382,507398.9334,DK,3/15/18,Inundation Outline
332,1668873.493,507395.359,DK,3/15/18,Inundation Outline
333,1668883.56,507400.4868,DK,3/15/18,Inundation Outline
334,1668887.595,507419.2072,DK,3/15/18,Inundation Outline
335,1668884.741,507428.8459,DK,3/15/18,Inundation Outline
336,1668883.01,507442.5304,DK,3/15/18,Inundation Outline
337,1668880.738,507451.0282,DK,3/15/18,Inundation Outline
338,1668885.768,507462.5618,DK,3/15/18,Inundation Outline
339,1668883.804,507471.7445,DK,3/15/18,Inundation Outline
340,1668875.881,507487.5714,DK,3/15/18,Inundation Outline
